order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO65029,7299,112,2013-08-27,2013-09-03,2013-09-08,2,1,2
SO65037,17228,122,2013-08-27,2013-09-03,2013-09-08,21,1,21
SO65037,17228,110,2013-08-27,2013-09-03,2013-09-08,35,1,35
SO65070,3220,110,2013-08-27,2013-09-03,2013-09-08,35,1,35
SO65091,3222,112,2013-08-28,2013-09-04,2013-09-09,2,1,2
SO65360,8250,110,2013-08-29,2013-09-05,2013-09-10,35,1,35
SO65404,7148,137,2013-08-30,2013-09-06,2013-09-11,2295,1,2295
SO65404,7148,101,2013-08-30,2013-09-06,2013-09-11,10,1,10
SO65423,2301,101,2013-08-30,2013-09-06,2013-09-11,10,1,10
SO65431,4740,112,2013-08-30,2013-09-06,2013-09-11,2,1,2
SO65478,4409,110,2013-08-31,2013-09-07,2013-09-12,35,1,35
SO65517,9656,101,2013-09-01,2013-09-08,2013-09-13,10,1,10
SO65517,9656,186,2013-09-01,2013-09-08,2013-09-13,24,1,24
SO65593,14536,110,2013-09-02,2013-09-09,2013-09-14,35,1,35
SO65611,6914,110,2013-09-02,2013-09-09,2013-09-14,35,1,35
SO65612,16710,110,2013-09-02,2013-09-09,2013-09-14,35,1,35
SO65634,5696,112,2013-09-03,2013-09-10,2013-09-15,2,1,2
SO65642,632,112,2013-09-03,2013-09-10,2013-09-15,2,1,2
SO65644,9757,112,2013-09-03,2013-09-10,2013-09-15,2,1,2
SO65645,16409,110,2013-09-03,2013-09-10,2013-09-15,35,1,35
SO65717,2200,112,2013-09-04,2013-09-11,2013-09-16,2,1,2
SO65720,7066,202,2013-09-04,2013-09-11,2013-09-16,64,1,64
SO65722,3741,101,2013-09-04,2013-09-11,2013-09-16,10,1,10
SO65725,4992,112,2013-09-04,2013-09-11,2013-09-16,2,1,2
SO65768,12915,112,2013-09-05,2013-09-12,2013-09-17,2,1,2
SO65817,211,186,2013-09-06,2013-09-13,2013-09-18,24,1,24
SO65821,14370,115,2013-09-06,2013-09-13,2013-09-18,33,1,33
SO65853,6780,110,2013-09-06,2013-09-13,2013-09-18,35,1,35
SO65909,18230,110,2013-09-07,2013-09-14,2013-09-19,35,1,35
SO65920,13082,112,2013-09-07,2013-09-14,2013-09-19,2,1,2
SO65952,7132,112,2013-09-08,2013-09-15,2013-09-20,2,1,2
SO57380,213,112,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57397,11360,112,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57412,2368,101,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57416,17309,110,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO70834,14203,115,2013-11-15,2013-11-22,2013-11-27,33,1,33
SO70869,14451,122,2013-11-15,2013-11-22,2013-11-27,21,1,21
SO70869,14451,112,2013-11-15,2013-11-22,2013-11-27,2,1,2
SO70931,7598,110,2013-11-16,2013-11-23,2013-11-28,35,1,35
SO70931,7598,186,2013-11-16,2013-11-23,2013-11-28,24,1,24
SO71047,7049,110,2013-11-18,2013-11-25,2013-11-30,35,1,35
SO71075,4727,112,2013-11-18,2013-11-25,2013-11-30,2,1,2
SO71125,6564,101,2013-11-19,2013-11-26,2013-12-01,10,1,10
SO71129,15205,147,2013-11-19,2013-11-26,2013-12-01,1120,1,1120
SO71129,15205,110,2013-11-19,2013-11-26,2013-12-01,35,1,35
SO71163,14168,115,2013-11-20,2013-11-27,2013-12-02,33,1,33
SO71222,6328,101,2013-11-21,2013-11-28,2013-12-03,10,1,10
SO71261,14320,112,2013-11-21,2013-11-28,2013-12-03,2,1,2
SO71290,7281,115,2013-11-22,2013-11-29,2013-12-04,33,1,33
SO71313,5326,112,2013-11-22,2013-11-29,2013-12-04,2,1,2
SO71318,1416,110,2013-11-22,2013-11-29,2013-12-04,35,1,35
SO71348,913,112,2013-11-22,2013-11-29,2013-12-04,2,1,2
SO71370,17076,122,2013-11-23,2013-11-30,2013-12-05,21,1,21
SO71383,10491,112,2013-11-23,2013-11-30,2013-12-05,2,1,2
SO71386,2318,110,2013-11-23,2013-11-30,2013-12-05,35,1,35
SO71436,212,112,2013-11-24,2013-12-01,2013-12-06,2,1,2
SO71443,4273,110,2013-11-24,2013-12-01,2013-12-06,35,1,35
SO71443,4273,186,2013-11-24,2013-12-01,2013-12-06,24,1,24
SO71445,4744,110,2013-11-24,2013-12-01,2013-12-06,35,1,35
SO71466,17727,112,2013-11-24,2013-12-01,2013-12-06,2,1,2
SO71476,16540,175,2013-11-24,2013-12-01,2013-12-06,2384,1,2384
SO65105,16506,122,2013-08-28,2013-09-04,2013-09-09,21,1,21
SO65115,2836,101,2013-08-28,2013-09-04,2013-09-09,10,1,10
SO65143,999,112,2013-08-28,2013-09-04,2013-09-09,2,1,2
SO65343,16458,186,2013-08-29,2013-09-05,2013-09-10,24,1,24
SO65346,13417,115,2013-08-29,2013-09-05,2013-09-10,33,1,33
SO65346,13417,186,2013-08-29,2013-09-05,2013-09-10,24,1,24
SO65609,5595,103,2013-09-02,2013-09-09,2013-09-14,9,1,9
SO65610,4123,183,2013-09-02,2013-09-09,2013-09-14,9,1,9
SO65615,3239,183,2013-09-02,2013-09-09,2013-09-14,9,1,9
SO65624,5208,103,2013-09-02,2013-09-09,2013-09-14,9,1,9
SO65647,13651,120,2013-09-03,2013-09-10,2013-09-15,4,1,4
SO65649,12298,113,2013-09-03,2013-09-10,2013-09-15,5,1,5
SO65662,13083,117,2013-09-03,2013-09-10,2013-09-15,5,1,5
SO65689,331,117,2013-09-04,2013-09-11,2013-09-16,5,1,5
SO65718,864,113,2013-09-04,2013-09-11,2013-09-16,5,1,5
SO65739,7081,120,2013-09-04,2013-09-11,2013-09-16,4,1,4
SO65772,683,113,2013-09-05,2013-09-12,2013-09-17,5,1,5
SO65780,13167,103,2013-09-05,2013-09-12,2013-09-17,9,1,9
SO65782,13180,103,2013-09-05,2013-09-12,2013-09-17,9,1,9
SO65810,12313,117,2013-09-06,2013-09-13,2013-09-18,5,1,5
SO65810,12313,183,2013-09-06,2013-09-13,2013-09-18,9,1,9
SO65822,13986,120,2013-09-06,2013-09-13,2013-09-18,4,1,4
SO65822,13986,185,2013-09-06,2013-09-13,2013-09-18,24,1,24
SO65835,9974,113,2013-09-06,2013-09-13,2013-09-18,5,1,5
SO65840,15404,117,2013-09-06,2013-09-13,2013-09-18,5,1,5
SO65881,499,183,2013-09-07,2013-09-14,2013-09-19,9,1,9
SO65881,499,103,2013-09-07,2013-09-14,2013-09-19,9,1,9
SO65884,12013,117,2013-09-07,2013-09-14,2013-09-19,5,1,5
SO65916,8184,183,2013-09-07,2013-09-14,2013-09-19,9,1,9
SO65937,6916,183,2013-09-07,2013-09-14,2013-09-19,9,1,9
SO71022,8182,159,2013-11-17,2013-11-24,2013-11-29,1701,1,1701
SO71032,11681,183,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71038,15068,113,2013-11-18,2013-11-25,2013-11-30,5,1,5
SO71051,9954,120,2013-11-18,2013-11-25,2013-11-30,4,1,4
SO71078,15277,183,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71087,2557,103,2013-11-18,2013-11-25,2013-11-30,9,1,9
SO71089,2580,120,2013-11-18,2013-11-25,2013-11-30,4,1,4
SO71138,16652,173,2013-11-19,2013-11-26,2013-12-01,2384,1,2384
SO71177,6758,117,2013-11-20,2013-11-27,2013-12-02,5,1,5
SO71206,12837,185,2013-11-20,2013-11-27,2013-12-02,24,1,24
SO71219,8189,120,2013-11-20,2013-11-27,2013-12-02,4,1,4
SO71247,1537,183,2013-11-21,2013-11-28,2013-12-03,9,1,9
SO71275,10747,146,2013-11-21,2013-11-28,2013-12-03,1120,1,1120
SO71276,10661,103,2013-11-21,2013-11-28,2013-12-03,9,1,9
SO71330,6219,103,2013-11-22,2013-11-29,2013-12-04,9,1,9
SO71330,6219,183,2013-11-22,2013-11-29,2013-12-04,9,1,9
SO71336,12842,120,2013-11-22,2013-11-29,2013-12-04,4,1,4
SO71336,12842,183,2013-11-22,2013-11-29,2013-12-04,9,1,9
SO71349,14941,103,2013-11-22,2013-11-29,2013-12-04,9,1,9
SO71360,16729,120,2013-11-23,2013-11-30,2013-12-05,4,1,4
SO71381,4979,113,2013-11-23,2013-11-30,2013-12-05,5,1,5
SO71385,9784,113,2013-11-23,2013-11-30,2013-12-05,5,1,5
SO71394,5188,117,2013-11-23,2013-11-30,2013-12-05,5,1,5
SO71413,610,117,2013-11-23,2013-11-30,2013-12-05,5,1,5
SO64853,3311,103,2013-08-23,2013-08-30,2013-09-04,9,1,9
SO64881,3200,117,2013-08-24,2013-08-31,2013-09-05,5,1,5
SO64885,8814,125,2013-08-24,2013-08-31,2013-09-05,540,1,540
SO64958,11956,183,2013-08-26,2013-09-02,2013-09-07,9,1,9
SO64960,5615,120,2013-08-26,2013-09-02,2013-09-07,4,1,4
SO65004,4063,183,2013-08-26,2013-09-02,2013-09-07,9,1,9
SO65024,4236,120,2013-08-27,2013-09-03,2013-09-08,4,1,4
SO65053,10840,120,2013-08-27,2013-09-03,2013-09-08,4,1,4
SO65069,7269,149,2013-08-27,2013-09-03,2013-09-08,2443,1,2443
SO65069,7269,120,2013-08-27,2013-09-03,2013-09-08,4,1,4
SO65073,13689,183,2013-08-27,2013-09-03,2013-09-08,9,1,9
SO65114,5065,113,2013-08-28,2013-09-04,2013-09-09,5,1,5
SO65118,7637,120,2013-08-28,2013-09-04,2013-09-09,4,1,4
SO65120,15409,120,2013-08-28,2013-09-04,2013-09-09,4,1,4
SO65149,7135,183,2013-08-28,2013-09-04,2013-09-09,9,1,9
SO65353,8657,183,2013-08-29,2013-09-05,2013-09-10,9,1,9
SO65367,567,117,2013-08-29,2013-09-05,2013-09-10,5,1,5
SO65391,13026,103,2013-08-29,2013-09-05,2013-09-10,9,1,9
SO65458,10881,113,2013-08-31,2013-09-07,2013-09-12,5,1,5
SO65461,5622,120,2013-08-31,2013-09-07,2013-09-12,4,1,4
SO65470,712,113,2013-08-31,2013-09-07,2013-09-12,5,1,5
SO65471,712,120,2013-08-31,2013-09-07,2013-09-12,4,1,4
SO65480,8282,183,2013-08-31,2013-09-07,2013-09-12,9,1,9
SO65520,712,183,2013-09-01,2013-09-08,2013-09-13,9,1,9
SO65626,1355,173,2013-09-02,2013-09-09,2013-09-14,2384,1,2384
SO65656,3541,196,2013-09-03,2013-09-10,2013-09-15,70,1,70
SO65665,8839,113,2013-09-03,2013-09-10,2013-09-15,5,1,5
SO65762,10629,183,2013-09-05,2013-09-12,2013-09-17,9,1,9
SO65767,2532,196,2013-09-05,2013-09-12,2013-09-17,70,1,70
SO65783,10554,183,2013-09-05,2013-09-12,2013-09-17,9,1,9
SO65793,12176,183,2013-09-05,2013-09-12,2013-09-17,9,1,9
SO65813,3670,183,2013-09-06,2013-09-13,2013-09-18,9,1,9
SO65815,11649,149,2013-09-06,2013-09-13,2013-09-18,2443,1,2443
SO65838,11826,113,2013-09-06,2013-09-13,2013-09-18,5,1,5
SO65838,11826,183,2013-09-06,2013-09-13,2013-09-18,9,1,9
SO56526,6046,195,2013-04-20,2013-04-27,2013-05-02,70,1,70
SO56623,9271,195,2013-04-22,2013-04-29,2013-05-04,70,1,70
SO56723,9287,195,2013-04-24,2013-05-01,2013-05-06,70,1,70
SO56942,6047,195,2013-04-28,2013-05-05,2013-05-10,70,1,70
SO56986,3805,195,2013-04-29,2013-05-06,2013-05-11,70,1,70
SO57009,11542,152,2013-04-29,2013-05-06,2013-05-11,540,1,540
SO57230,11175,152,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO70926,12846,152,2013-11-16,2013-11-23,2013-11-28,540,1,540
SO70926,12846,192,2013-11-16,2013-11-23,2013-11-28,54,1,54
SO71302,7986,195,2013-11-22,2013-11-29,2013-12-04,70,1,70
SO64776,7197,124,2013-08-22,2013-08-29,2013-09-03,540,1,540
SO64912,3907,192,2013-08-25,2013-09-01,2013-09-06,54,1,54
SO64945,2686,152,2013-08-25,2013-09-01,2013-09-06,540,1,540
SO65100,649,192,2013-08-28,2013-09-04,2013-09-09,54,1,54
SO65544,15154,192,2013-09-01,2013-09-08,2013-09-13,54,1,54
SO65780,13167,192,2013-09-05,2013-09-12,2013-09-17,54,1,54
SO65811,15138,195,2013-09-06,2013-09-13,2013-09-18,70,1,70
SO65868,7099,192,2013-09-06,2013-09-13,2013-09-18,54,1,54
SO65890,13851,123,2013-09-07,2013-09-14,2013-09-19,540,1,540
SO65972,17576,197,2013-09-08,2013-09-15,2013-09-20,70,1,70
SO73444,8007,197,2013-12-19,2013-12-26,2013-12-31,70,1,70
SO67796,9743,195,2013-10-05,2013-10-12,2013-10-17,70,1,70
SO67955,7235,192,2013-10-07,2013-10-14,2013-10-19,54,1,54
SO68012,14012,152,2013-10-08,2013-10-15,2013-10-20,540,1,540
SO53758,2916,197,2013-03-02,2013-03-09,2013-03-14,70,1,70
SO53793,8775,195,2013-03-03,2013-03-10,2013-03-15,70,1,70
SO53821,2893,197,2013-03-03,2013-03-10,2013-03-15,70,1,70
SO70121,5592,195,2013-11-05,2013-11-12,2013-11-17,70,1,70
SO70121,5592,192,2013-11-05,2013-11-12,2013-11-17,54,1,54
SO70161,2266,152,2013-11-05,2013-11-12,2013-11-17,540,1,540
SO59451,8691,123,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59495,16352,197,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59495,16352,192,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO73598,8155,195,2013-12-21,2013-12-28,2014-01-02,70,1,70
SO73647,15148,195,2013-12-22,2013-12-29,2014-01-03,70,1,70
SO73713,15918,152,2013-12-22,2013-12-29,2014-01-03,540,1,540
SO73742,5647,197,2013-12-23,2013-12-30,2014-01-04,70,1,70
SO63808,12083,152,2013-08-07,2013-08-14,2013-08-19,540,1,540
SO63989,12060,152,2013-08-10,2013-08-17,2013-08-22,540,1,540
SO61778,15041,152,2013-07-08,2013-07-15,2013-07-20,540,1,540
SO62048,8012,195,2013-07-13,2013-07-20,2013-07-25,70,1,70
SO68187,2057,197,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO55939,9291,197,2013-04-09,2013-04-16,2013-04-21,70,1,70
SO55990,7603,195,2013-04-10,2013-04-17,2013-04-22,70,1,70
SO56120,14105,152,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO60030,14993,152,2013-06-12,2013-06-19,2013-06-24,540,1,540
SO60121,11608,152,2013-06-13,2013-06-20,2013-06-25,540,1,540
SO73866,16470,152,2013-12-24,2013-12-31,2014-01-05,540,1,540
SO73890,9018,197,2013-12-25,2014-01-01,2014-01-06,70,1,70
SO54005,3695,195,2013-03-07,2013-03-14,2013-03-19,70,1,70
SO54222,7755,195,2013-03-11,2013-03-18,2013-03-23,70,1,70
SO74239,17458,197,2013-12-31,2014-01-07,2014-01-12,70,1,70
SO60217,14741,192,2013-06-15,2013-06-22,2013-06-27,54,1,54
SO60259,11667,124,2013-06-16,2013-06-23,2013-06-28,540,1,540
SO68570,9009,195,2013-10-17,2013-10-24,2013-10-29,70,1,70
SO54237,15759,152,2013-03-11,2013-03-18,2013-03-23,540,1,540
SO54361,5692,197,2013-03-13,2013-03-20,2013-03-25,70,1,70
SO54374,18390,152,2013-03-13,2013-03-20,2013-03-25,540,1,540
SO54386,3927,128,2013-03-14,2013-03-21,2013-03-26,565,1,565
SO51218,944,124,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51240,12860,152,2012-12-31,2013-01-07,2013-01-12,540,1,540
SO51378,10502,123,2013-01-09,2013-01-16,2013-01-21,540,1,540
SO51418,15659,152,2013-01-11,2013-01-18,2013-01-23,540,1,540
SO62336,15116,152,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO64127,1280,192,2013-08-13,2013-08-20,2013-08-25,54,1,54
SO64213,3652,197,2013-08-14,2013-08-21,2013-08-26,70,1,70
SO64327,7689,195,2013-08-16,2013-08-23,2013-08-28,70,1,70
SO64382,15157,197,2013-08-17,2013-08-24,2013-08-29,70,1,70
SO56473,17213,192,2013-04-19,2013-04-26,2013-05-01,54,1,54
SO62623,11783,152,2013-07-22,2013-07-29,2013-08-03,540,1,540
SO62685,5874,152,2013-07-23,2013-07-30,2013-08-04,540,1,540
SO64751,7673,197,2013-08-22,2013-08-29,2013-09-03,70,1,70
SO64752,7771,197,2013-08-22,2013-08-29,2013-09-03,70,1,70
SO70714,5917,192,2013-11-13,2013-11-20,2013-11-25,54,1,54
SO70893,4879,195,2013-11-16,2013-11-23,2013-11-28,70,1,70
SO56804,4788,192,2013-04-26,2013-05-03,2013-05-08,54,1,54
SO56841,17206,152,2013-04-26,2013-05-03,2013-05-08,540,1,540
SO57211,16402,197,2013-04-30,2013-05-07,2013-05-12,70,1,70
SO57268,9307,197,2013-05-01,2013-05-08,2013-05-13,70,1,70
SO71032,11681,124,2013-11-18,2013-11-25,2013-11-30,540,1,540
SO71241,2466,192,2013-11-21,2013-11-28,2013-12-03,54,1,54
SO71275,10747,192,2013-11-21,2013-11-28,2013-12-03,54,1,54
SO71319,8993,128,2013-11-22,2013-11-29,2013-12-04,565,1,565
SO71349,14941,152,2013-11-22,2013-11-29,2013-12-04,540,1,540
SO64977,8807,197,2013-08-26,2013-09-02,2013-09-07,70,1,70
SO65024,4236,192,2013-08-27,2013-09-03,2013-09-08,54,1,54
SO65441,13178,152,2013-08-30,2013-09-06,2013-09-11,540,1,540
SO65480,8282,192,2013-08-31,2013-09-07,2013-09-12,54,1,54
SO65665,8839,123,2013-09-03,2013-09-10,2013-09-15,540,1,540
SO61849,15203,152,2013-07-09,2013-07-16,2013-07-21,540,1,540
SO61910,1251,128,2013-07-10,2013-07-17,2013-07-22,565,1,565
SO68082,13215,152,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68137,1584,128,2013-10-10,2013-10-17,2013-10-22,565,1,565
SO68176,8854,197,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68178,7066,195,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO59575,15871,152,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59809,3938,174,2013-06-09,2013-06-16,2013-06-21,742,1,742
SO64046,7652,192,2013-08-11,2013-08-18,2013-08-23,54,1,54
SO64139,8687,197,2013-08-13,2013-08-20,2013-08-25,70,1,70
SO55951,582,192,2013-04-09,2013-04-16,2013-04-21,54,1,54
SO56083,8887,195,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO73708,13033,152,2013-12-22,2013-12-29,2014-01-03,540,1,540
SO53744,4106,195,2013-03-02,2013-03-09,2013-03-14,70,1,70
SO53820,4557,128,2013-03-03,2013-03-10,2013-03-15,565,1,565
SO59817,16356,152,2013-06-09,2013-06-16,2013-06-21,540,1,540
SO59886,16372,152,2013-06-10,2013-06-17,2013-06-22,540,1,540
SO74035,5711,192,2013-12-27,2014-01-03,2014-01-08,54,1,54
SO74128,10273,192,2013-12-28,2014-01-04,2014-01-09,54,1,54
SO60171,14286,192,2013-06-14,2013-06-21,2013-06-26,54,1,54
SO68248,5479,192,2013-10-12,2013-10-19,2013-10-24,54,1,54
SO68282,4456,128,2013-10-13,2013-10-20,2013-10-25,565,1,565
SO62068,8736,124,2013-07-13,2013-07-20,2013-07-25,540,1,540
SO62132,8719,128,2013-07-14,2013-07-21,2013-07-26,565,1,565
SO62150,12196,152,2013-07-14,2013-07-21,2013-07-26,540,1,540
SO54136,9823,152,2013-03-09,2013-03-16,2013-03-21,540,1,540
SO64229,998,192,2013-08-14,2013-08-21,2013-08-26,54,1,54
SO64399,8819,197,2013-08-17,2013-08-24,2013-08-29,70,1,70
SO62340,11712,152,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62535,5710,192,2013-07-21,2013-07-28,2013-08-02,54,1,54
SO62802,8738,128,2013-07-25,2013-08-01,2013-08-06,565,1,565
SO56263,9988,152,2013-04-15,2013-04-22,2013-04-27,540,1,540
SO56292,9353,197,2013-04-16,2013-04-23,2013-04-28,70,1,70
SO56453,9354,197,2013-04-19,2013-04-26,2013-05-01,70,1,70
SO56461,479,192,2013-04-19,2013-04-26,2013-05-01,54,1,54
SO70597,2083,192,2013-11-11,2013-11-18,2013-11-23,54,1,54
SO56627,3807,197,2013-04-22,2013-04-29,2013-05-04,70,1,70
SO56680,3038,195,2013-04-23,2013-04-30,2013-05-05,70,1,70
SO56823,17726,197,2013-04-26,2013-05-03,2013-05-08,70,1,70
SO56952,11075,152,2013-04-28,2013-05-05,2013-05-10,540,1,540
SO56956,10674,152,2013-04-28,2013-05-05,2013-05-10,540,1,540
SO56995,2068,124,2013-04-29,2013-05-06,2013-05-11,540,1,540
SO70990,4257,195,2013-11-17,2013-11-24,2013-11-29,70,1,70
SO71232,714,192,2013-11-21,2013-11-28,2013-12-03,54,1,54
SO71425,18312,152,2013-11-23,2013-11-30,2013-12-05,540,1,540
SO64816,8638,195,2013-08-23,2013-08-30,2013-09-04,70,1,70
SO64884,3872,195,2013-08-24,2013-08-31,2013-09-05,70,1,70
SO64891,12029,152,2013-08-24,2013-08-31,2013-09-05,540,1,540
SO65016,11995,152,2013-08-26,2013-09-02,2013-09-07,540,1,540
SO65070,3220,192,2013-08-27,2013-09-03,2013-09-08,54,1,54
SO65453,14636,192,2013-08-31,2013-09-07,2013-09-12,54,1,54
SO65666,3757,195,2013-09-03,2013-09-10,2013-09-15,70,1,70
SO65900,1917,197,2013-09-07,2013-09-14,2013-09-19,70,1,70
SO61646,15322,152,2013-07-06,2013-07-13,2013-07-18,540,1,540
SO61656,763,192,2013-07-06,2013-07-13,2013-07-18,54,1,54
SO61735,4055,124,2013-07-08,2013-07-15,2013-07-20,540,1,540
SO61745,4943,195,2013-07-08,2013-07-15,2013-07-20,70,1,70
SO70448,1300,152,2013-11-09,2013-11-16,2013-11-21,540,1,540
SO68239,8870,124,2013-10-12,2013-10-19,2013-10-24,540,1,540
SO68239,8870,192,2013-10-12,2013-10-19,2013-10-24,54,1,54
SO68284,4657,124,2013-10-13,2013-10-20,2013-10-25,540,1,540
SO68362,8236,195,2013-10-14,2013-10-21,2013-10-26,70,1,70
SO68394,13099,152,2013-10-14,2013-10-21,2013-10-26,540,1,540
SO68410,7634,123,2013-10-15,2013-10-22,2013-10-27,540,1,540
SO68442,4189,197,2013-10-15,2013-10-22,2013-10-27,70,1,70
SO53641,7817,195,2013-02-28,2013-03-07,2013-03-12,70,1,70
SO53764,16792,174,2013-03-02,2013-03-09,2013-03-14,742,1,742
SO53826,5227,152,2013-03-03,2013-03-10,2013-03-15,540,1,540
SO53874,13902,192,2013-03-05,2013-03-12,2013-03-17,54,1,54
SO53921,12530,192,2013-03-06,2013-03-13,2013-03-18,54,1,54
SO59478,11611,152,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59558,11410,152,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59641,11294,152,2013-06-06,2013-06-13,2013-06-18,540,1,540
SO54007,4357,197,2013-03-07,2013-03-14,2013-03-19,70,1,70
SO54071,3939,197,2013-03-08,2013-03-15,2013-03-20,70,1,70
SO54220,8219,197,2013-03-11,2013-03-18,2013-03-23,70,1,70
SO54220,8219,192,2013-03-11,2013-03-18,2013-03-23,54,1,54
SO68459,8205,150,2013-10-15,2013-10-22,2013-10-27,540,1,540
SO68478,117,106,2013-10-16,2013-10-23,2013-10-28,8,1,8
SO68528,9075,150,2013-10-16,2013-10-23,2013-10-28,540,1,540
SO55894,5717,106,2013-04-08,2013-04-15,2013-04-20,8,1,8
SO55898,6853,116,2013-04-08,2013-04-15,2013-04-20,25,1,25
SO55990,7603,190,2013-04-10,2013-04-17,2013-04-22,50,1,50
SO56016,1385,150,2013-04-10,2013-04-17,2013-04-22,540,1,540
SO59786,3836,193,2013-06-09,2013-06-16,2013-06-21,50,1,50
SO59802,3368,134,2013-06-09,2013-06-16,2013-06-21,769,1,769
SO59820,17581,170,2013-06-09,2013-06-16,2013-06-21,1215,1,1215
SO59829,244,150,2013-06-09,2013-06-16,2013-06-21,540,1,540
SO59857,3177,190,2013-06-10,2013-06-17,2013-06-22,50,1,50
SO59964,11413,150,2013-06-11,2013-06-18,2013-06-23,540,1,540
SO60048,17781,106,2013-06-13,2013-06-20,2013-06-25,8,1,8
SO73860,8416,158,2013-12-24,2013-12-31,2014-01-05,1701,1,1701
SO73861,8298,158,2013-12-24,2013-12-31,2014-01-05,1701,1,1701
SO73929,18042,190,2013-12-25,2014-01-01,2014-01-06,50,1,50
SO73942,115,116,2013-12-26,2014-01-02,2014-01-07,25,1,25
SO73959,1071,193,2013-12-26,2014-01-02,2014-01-07,50,1,50
SO74029,2157,116,2013-12-27,2014-01-03,2014-01-08,25,1,25
SO74056,11831,106,2013-12-27,2014-01-03,2014-01-08,8,1,8
SO74084,8005,158,2013-12-27,2014-01-03,2014-01-08,1701,1,1701
SO74096,878,106,2013-12-28,2014-01-04,2014-01-09,8,1,8
SO53919,4102,171,2013-03-05,2013-03-12,2013-03-17,2384,1,2384
SO54067,3843,191,2013-03-08,2013-03-15,2013-03-20,54,1,54
SO54162,3936,106,2013-03-10,2013-03-17,2013-03-22,8,1,8
SO54176,7730,191,2013-03-10,2013-03-17,2013-03-22,54,1,54
SO74174,4061,116,2013-12-29,2014-01-05,2014-01-10,25,1,25
SO74197,14839,116,2013-12-30,2014-01-06,2014-01-11,25,1,25
SO74247,1146,193,2013-12-31,2014-01-07,2014-01-12,50,1,50
SO60213,5372,193,2013-06-15,2013-06-22,2013-06-27,50,1,50
SO68541,140,116,2013-10-17,2013-10-24,2013-10-29,25,1,25
SO68581,8380,193,2013-10-17,2013-10-24,2013-10-29,50,1,50
SO68639,15377,116,2013-10-18,2013-10-25,2013-10-30,25,1,25
SO68675,12444,150,2013-10-18,2013-10-25,2013-10-30,540,1,540
SO54321,1680,116,2013-03-13,2013-03-20,2013-03-25,25,1,25
SO54390,15466,116,2013-03-14,2013-03-21,2013-03-26,25,1,25
SO54425,13346,171,2013-03-14,2013-03-21,2013-03-26,2384,1,2384
SO54429,14748,150,2013-03-14,2013-03-21,2013-03-26,540,1,540
SO54432,2641,116,2013-03-15,2013-03-22,2013-03-27,25,1,25
SO54433,117,116,2013-03-15,2013-03-22,2013-03-27,25,1,25
SO50111,13251,155,2012-10-20,2012-10-27,2012-11-01,2182,1,2182
SO50146,2898,155,2012-10-23,2012-10-30,2012-11-04,2182,1,2182
SO63848,3636,106,2013-08-08,2013-08-15,2013-08-20,8,1,8
SO63908,8080,116,2013-08-09,2013-08-16,2013-08-21,25,1,25
SO63940,12340,150,2013-08-09,2013-08-16,2013-08-21,540,1,540
SO63966,7823,190,2013-08-10,2013-08-17,2013-08-22,50,1,50
SO63990,6601,193,2013-08-10,2013-08-17,2013-08-22,50,1,50
SO64016,14984,116,2013-08-11,2013-08-18,2013-08-23,25,1,25
SO64105,1571,116,2013-08-12,2013-08-19,2013-08-24,25,1,25
SO64144,9600,116,2013-08-13,2013-08-20,2013-08-25,25,1,25
SO67998,16161,106,2013-10-08,2013-10-15,2013-10-20,8,1,8
SO68022,6126,150,2013-10-08,2013-10-15,2013-10-20,540,1,540
SO68141,12867,170,2013-10-10,2013-10-17,2013-10-22,1215,1,1215
SO68158,2973,190,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68199,1696,116,2013-10-12,2013-10-19,2013-10-24,25,1,25
SO68261,3268,158,2013-10-12,2013-10-19,2013-10-24,1701,1,1701
SO68302,6033,106,2013-10-13,2013-10-20,2013-10-25,8,1,8
SO68404,124,106,2013-10-15,2013-10-22,2013-10-27,8,1,8
SO50180,6778,57,2012-10-27,2012-11-03,2012-11-08,2443,1,2443
SO50997,6985,57,2012-12-19,2012-12-26,2012-12-31,2443,1,2443
